model,workload,density,wan_gbps,deadline_s,policy,service_factor,draws,snapshots,status,p05_shed_mw,median_shed_mw,p95_shed_mw,workload_p05_mw,workload_p95_mw,median_calibration_width_mw,full_plan_success,p05_completed_sessions,median_completed_sessions,p95_completed_sessions,mean_network_utilization,mean_migration_compute_utilization,mean_serving_utilization,mean_prefill_contention_session_s,mean_prefill_peak_ready_sessions,mean_prefill_ready_at_deadline,mean_prefill_network_blocked_at_deadline,mean_prefill_remaining_gpu_s,mean_planned_shed_mw,mean_kv_utilization,action_counts_mean,action_shed_mw_mean,mean_not_completed,network_budget_gbps_median
qwen3.8-27b,coding,8,40,30,kv_only,1.2,20,1,complete,0.047965473811811946,0.04813529079704588,0.04813529079704588,0.04813529079704588,0.04813529079704588,0.00016981698523393425,1.0,836.0,836.0,836.0,"[0.0, 0.99933487104, 0.99933487104]","[0.0, 0.0]","[0.41666666666666685, 0.42008665070544027]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.048050382304428915,"[0.1524563955923613, 0.15256344140269423]","[0.0, 0.0, 0.0, 836.0]","[0.0, 0.0, 0.0, 0.04807585485221401]",399164.0,"[40.0, 40.0, 40.0]"
qwen3.8-27b,coding,8,40,30,replay_only,0.8,20,1,complete,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.031015334319999997, 0.00419940976, 0.03521474408000001]","[0.0016706347535517287, 4.630527000327963e-06]","[0.9983136834605493, 0.9999953278660032]","[5608071.60700868, 1557207.2439163218]","[191385.0, 52731.0]","[191385.0, 52731.0]","[0.0, 0.0]","[375023.4571800928, 48652.1527158768]",8.922005469504386,"[0.26132058266194613, 0.16719637308148613]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",400000.0,"[40.0, 40.0, 40.0]"
qwen3.8-27b,coding,8,40,30,replay_only,1.0,20,1,complete,3.6167192802775907,3.629523914857536,3.629523914857536,3.629523914857536,3.629523914857536,0.01280463457994489,0.0,216755.0,216755.0,216755.0,"[0.031015334319999997, 0.005890975840000002, 0.036906310160000004]","[0.19940571149592748, 0.036284435515220745]","[0.7986509467684395, 0.9633771121860957]","[2984582.5850366075, 1161533.6668227264]","[191385.0, 61947.0]","[20062.0, 16515.0]","[0.0, 0.0]","[2914.9602044452477, 507.41447925742176]",8.922005469504386,"[0.26132058266194613, 0.1731337898532582]","[171323.0, 0.0, 45432.0, 0.0]","[1.6265592087279577, 0.0, 1.998483084026597, 0.0]",183245.0,"[40.0, 40.0, 40.0]"
qwen3.8-27b,coding,8,40,30,replay_only,1.2,20,1,complete,8.906239642070664,8.937771296938104,8.937771296938104,8.937771296938104,8.937771296938104,0.03153165486744046,1.0,253332.0,253332.0,253332.0,"[0.031015334319999997, 0.005890975840000002, 0.036906310160000004]","[0.167790848582409, 0.030518926528938062]","[0.6655424556403664, 0.8028142601550796]","[1316669.199890267, 114486.26319217336]","[191385.0, 61947.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",8.922005469504386,"[0.26132058266194613, 0.1731337898532582]","[191385.0, 0.0, 61947.0, 0.0]","[3.4985298677651966, 0.0, 5.4282053499693035, 0.0]",146668.0,"[40.0, 40.0, 40.0]"
qwen3.8-27b,coding,8,40,30,isolated_fastest,0.8,20,1,complete,0.047965473811811946,0.04813529079704588,0.04813529079704588,0.04813529079704588,0.04813529079704588,0.00016981698523393425,1.0,836.0,836.0,836.0,"[0.0, 0.99933487104, 0.99933487104]","[0.0, 0.0]","[0.625, 0.6301299760581606]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.048050382304428915,"[0.1524563955923613, 0.15256344140269423]","[0.0, 0.0, 0.0, 836.0]","[0.0, 0.0, 0.0, 0.04807585485221401]",399164.0,"[40.0, 40.0, 40.0]"
qwen3.8-27b,coding,8,40,30,isolated_fastest,1.0,20,1,complete,0.047965473811811946,0.04813529079704588,0.04813529079704588,0.04813529079704588,0.04813529079704588,0.00016981698523393425,1.0,836.0,836.0,836.0,"[0.0, 0.99933487104, 0.99933487104]","[0.0, 0.0]","[0.5, 0.5041039808465283]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.048050382304428915,"[0.1524563955923613, 0.15256344140269423]","[0.0, 0.0, 0.0, 836.0]","[0.0, 0.0, 0.0, 0.04807585485221401]",399164.0,"[40.0, 40.0, 40.0]"
qwen3.8-27b,coding,8,40,30,isolated_fastest,1.2,20,1,complete,0.047965473811811946,0.04813529079704588,0.04813529079704588,0.04813529079704588,0.04813529079704588,0.00016981698523393425,1.0,836.0,836.0,836.0,"[0.0, 0.99933487104, 0.99933487104]","[0.0, 0.0]","[0.41666666666666685, 0.42008665070544027]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.048050382304428915,"[0.1524563955923613, 0.15256344140269423]","[0.0, 0.0, 0.0, 836.0]","[0.0, 0.0, 0.0, 0.04807585485221401]",399164.0,"[40.0, 40.0, 40.0]"
qwen3.8-27b,coding,8,40,300,queue_haul,0.8,20,1,complete,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0033762518346666668, 0.001388568848, 0.004764820682666666]","[8.217862819776263e-06, 1.0888602482653433e-07]","[0.9999917750815953, 0.9999998909692349]","[60987515.356232665, 39257955.263677746]","[203894.0, 131196.0]","[203894.0, 131196.0]","[0.0, 0.0]","[414879.1937690305, 161666.78631243712]",9.36658997228521,"[0.2709632308019909, 0.20119532494518527]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",400000.0,"[40.0, 40.0, 40.0]"
qwen3.8-27b,coding,8,40,300,queue_haul,1.0,20,1,complete,9.350038531955992,9.383141412614428,9.383141412614428,9.383141412614428,9.383141412614428,0.03310288065843656,1.0,400000.0,400000.0,400000.0,"[0.0038097796693333332, 0.8413215587360001, 0.8451313384053337]","[0.025161409871754574, 0.02024583904151682]","[0.8975380303766279, 0.9024619696233721]","[8017935.2922400255, 6379892.265481917]","[214300.0, 185086.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 1.845412711531935e-12]",9.36658997228521,"[0.2861801086231628, 0.26266291550933796]","[214300.0, 0.0, 185086.0, 614.0]","[4.656937096280307, 0.0, 4.647195083757354, 0.06742322434631122]",0.0,"[40.0, 40.0, 40.0]"
qwen3.8-27b,coding,8,40,300,queue_haul,1.2,20,1,complete,9.350038531955992,9.383141412614428,9.383141412614428,9.383141412614428,9.383141412614428,0.03310288065843656,1.0,400000.0,400000.0,400000.0,"[0.0038097796693333332, 0.8413215587360001, 0.8451313384053339]","[0.020967841559795482, 0.016871532534597337]","[0.7479483586471896, 0.7520516413528106]","[2268228.2089556227, 1746941.701517518]","[197541.0, 185086.0]","[0.0, 0.0]","[0.0, 0.0]","[3.45855288852448e-13, 0.0]",9.36658997228521,"[0.2861801086231628, 0.26266291550933796]","[214300.0, 0.0, 185086.0, 614.0]","[4.656937096280307, 0.0, 4.647195083757354, 0.06742322434631122]",0.0,"[40.0, 40.0, 40.0]"
qwen3.8-27b,coding,8,40,300,greedy,0.8,20,1,complete,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.006211941703999998, 0.0004370306293333333, 0.006648972333333334]","[5.119258149508449e-06, 6.91173237314863e-06]","[0.9999948756606184, 0.9999930786138232]","[98752491.5665326, 16994173.265364982]","[330552.0, 56787.0]","[330552.0, 56787.0]","[0.0, 0.0]","[767028.4893945976, 50427.683013453025]",9.36658997228521,"[0.3704962776559675, 0.16779622191698124]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",400000.0,"[40.0, 40.0, 40.0]"
qwen3.8-27b,coding,8,40,300,greedy,1.0,20,1,complete,9.08238909314849,9.114544387612407,9.114544387612407,9.114544387612407,9.114544387612407,0.03215529446391575,0.0,397557.0,397557.0,397557.0,"[0.006232105789333335, 0.0007174502853333331, 0.006949556074666667]","[0.04105311617022299, 0.0045263274507697255]","[0.8045328591476274, 0.9954671408523728]","[11067227.31924207, 12591663.334006488]","[331036.0, 68964.0]","[0.0, 2443.0]","[0.0, 0.0]","[0.0, 97.01170459699055]",9.36658997228521,"[0.3712040394150915, 0.1776389847174089]","[331036.0, 0.0, 66521.0, 0.0]","[3.5674332024468094, 0.0, 5.535856832103224, 0.0]",2443.0,"[40.0, 40.0, 40.0]"
qwen3.8-27b,coding,8,40,300,greedy,1.2,20,1,complete,9.350038531955988,9.383141412614428,9.383141412614428,9.383141412614428,9.383141412614428,0.03310288065843843,1.0,400000.0,400000.0,400000.0,"[0.006232105789333335, 0.0007174502853333331, 0.006949556074666667]","[0.03421093014185249, 0.0037773290814523833]","[0.670444049289689, 0.8295559507103111]","[4927354.865769936, 162827.592686317]","[314277.0, 66521.0]","[0.0, 0.0]","[0.0, 0.0]","[5.825201432330118e-14, 0.0]",9.36658997228521,"[0.3712040394150915, 0.1776389847174089]","[331036.0, 0.0, 68964.0, 0.0]","[3.5674332024468094, 0.0, 5.804122201937163, 0.0]",0.0,"[40.0, 40.0, 40.0]"
qwen3.8-27b,coding,8,40,300,kv_only,0.8,20,1,complete,0.47994161296149146,0.48164079846565633,0.48164079846565633,0.48164079846565633,0.48164079846565633,0.001699185504164896,1.0,8365.0,8365.0,8365.0,"[0.0, 0.99993255936, 0.99993255936]","[0.0, 0.0]","[0.625, 0.6763304422565937]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.480791205713574,"[0.1524563955923613, 0.15352749392182968]","[0.0, 0.0, 0.0, 8365.0]","[0.0, 0.0, 0.0, 0.48104608353919864]",391635.0,"[40.0, 40.0, 40.0]"
qwen3.8-27b,coding,8,40,300,kv_only,1.0,20,1,complete,0.47994161296149146,0.48164079846565633,0.48164079846565633,0.48164079846565633,0.48164079846565633,0.001699185504164896,1.0,8365.0,8365.0,8365.0,"[0.0, 0.99993255936, 0.99993255936]","[0.0, 0.0]","[0.5, 0.5410643538052751]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.480791205713574,"[0.1524563955923613, 0.15352749392182968]","[0.0, 0.0, 0.0, 8365.0]","[0.0, 0.0, 0.0, 0.48104608353919864]",391635.0,"[40.0, 40.0, 40.0]"
qwen3.8-27b,coding,8,40,300,kv_only,1.2,20,1,complete,0.47994161296149146,0.48164079846565633,0.48164079846565633,0.48164079846565633,0.48164079846565633,0.001699185504164896,1.0,8365.0,8365.0,8365.0,"[0.0, 0.99993255936, 0.99993255936]","[0.0, 0.0]","[0.41666666666666685, 0.4508869615043958]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.480791205713574,"[0.1524563955923613, 0.15352749392182968]","[0.0, 0.0, 0.0, 8365.0]","[0.0, 0.0, 0.0, 0.48104608353919864]",391635.0,"[40.0, 40.0, 40.0]"
qwen3.8-27b,coding,8,40,300,replay_only,0.8,20,1,complete,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.006211941703999998, 0.0004370306293333333, 0.006648972333333334]","[5.119258149508449e-06, 6.91173237314863e-06]","[0.9999948756606184, 0.9999930786138232]","[98752491.5665326, 16994173.265364982]","[330552.0, 56787.0]","[330552.0, 56787.0]","[0.0, 0.0]","[767028.4893945976, 50427.683013453025]",9.36658997228521,"[0.3704962776559675, 0.16779622191698124]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",400000.0,"[40.0, 40.0, 40.0]"
qwen3.8-27b,coding,8,40,300,replay_only,1.0,20,1,complete,9.08238909314849,9.114544387612407,9.114544387612407,9.114544387612407,9.114544387612407,0.03215529446391575,0.0,397557.0,397557.0,397557.0,"[0.006232105789333335, 0.0007174502853333331, 0.006949556074666667]","[0.04105311617022299, 0.0045263274507697255]","[0.8045328591476274, 0.9954671408523728]","[11067227.31924207, 12591663.334006488]","[331036.0, 68964.0]","[0.0, 2443.0]","[0.0, 0.0]","[0.0, 97.01170459699055]",9.36658997228521,"[0.3712040394150915, 0.1776389847174089]","[331036.0, 0.0, 66521.0, 0.0]","[3.5674332024468094, 0.0, 5.535856832103224, 0.0]",2443.0,"[40.0, 40.0, 40.0]"
qwen3.8-27b,coding,8,40,300,replay_only,1.2,20,1,complete,9.350038531955988,9.383141412614428,9.383141412614428,9.383141412614428,9.383141412614428,0.03310288065843843,1.0,400000.0,400000.0,400000.0,"[0.006232105789333335, 0.0007174502853333331, 0.006949556074666667]","[0.03421093014185249, 0.0037773290814523833]","[0.670444049289689, 0.8295559507103111]","[4927354.865769936, 162827.592686317]","[314277.0, 66521.0]","[0.0, 0.0]","[0.0, 0.0]","[5.825201432330118e-14, 0.0]",9.36658997228521,"[0.3712040394150915, 0.1776389847174089]","[331036.0, 0.0, 68964.0, 0.0]","[3.5674332024468094, 0.0, 5.804122201937163, 0.0]",0.0,"[40.0, 40.0, 40.0]"
qwen3.8-27b,coding,8,40,300,isolated_fastest,0.8,20,1,complete,0.47994161296149146,0.48164079846565633,0.48164079846565633,0.48164079846565633,0.48164079846565633,0.001699185504164896,1.0,8365.0,8365.0,8365.0,"[0.0, 0.99993255936, 0.99993255936]","[0.0, 0.0]","[0.625, 0.6763304422565937]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.480791205713574,"[0.1524563955923613, 0.15352749392182968]","[0.0, 0.0, 0.0, 8365.0]","[0.0, 0.0, 0.0, 0.48104608353919864]",391635.0,"[40.0, 40.0, 40.0]"
qwen3.8-27b,coding,8,40,300,isolated_fastest,1.0,20,1,complete,0.47994161296149146,0.48164079846565633,0.48164079846565633,0.48164079846565633,0.48164079846565633,0.001699185504164896,1.0,8365.0,8365.0,8365.0,"[0.0, 0.99993255936, 0.99993255936]","[0.0, 0.0]","[0.5, 0.5410643538052751]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.480791205713574,"[0.1524563955923613, 0.15352749392182968]","[0.0, 0.0, 0.0, 8365.0]","[0.0, 0.0, 0.0, 0.48104608353919864]",391635.0,"[40.0, 40.0, 40.0]"
qwen3.8-27b,coding,8,40,300,isolated_fastest,1.2,20,1,complete,0.47994161296149146,0.48164079846565633,0.48164079846565633,0.48164079846565633,0.48164079846565633,0.001699185504164896,1.0,8365.0,8365.0,8365.0,"[0.0, 0.99993255936, 0.99993255936]","[0.0, 0.0]","[0.41666666666666685, 0.4508869615043958]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.480791205713574,"[0.1524563955923613, 0.15352749392182968]","[0.0, 0.0, 0.0, 8365.0]","[0.0, 0.0, 0.0, 0.48104608353919864]",391635.0,"[40.0, 40.0, 40.0]"
qwen3.8-27b,coding,8,400,1,queue_haul,0.8,20,1,complete,0.011206791624986832,0.011246468155137808,0.011246468155137808,0.011246468155137808,0.011246468155137808,3.967653015097494e-05,0.0,57.0,57.0,57.0,"[0.01951974792, 0.9802890560799999, 0.9998088040000003]","[0.2846203786899671, 0.20921676450513207]","[0.712253183410832, 0.7890596631300879]","[24292.022259176363, 24820.553464797224]","[38967.0, 35637.0]","[38967.0, 35637.0]","[0.0, 0.0]","[12656.1691573837, 12585.859387013943]",2.3539443883166338,"[0.16080912911929124, 0.15944919136349917]","[0.0, 3.0, 0.0, 54.0]","[0.0, 1.823063625731577e-05, 0.0, 0.011214350733327647]",399943.0,"[400.0, 400.0, 400.0]"
qwen3.8-27b,coding,8,400,1,queue_haul,1.0,20,1,complete,1.6004989602851853,1.606165367529947,1.606165367529947,1.606165367529947,1.606165367529947,0.0056664072447617075,0.0,58030.0,58030.0,58030.0,"[0.01951974792, 0.9802890560799999, 0.9998088040000003]","[0.40224995605538816, 0.32825139821566485]","[0.5698025467286654, 0.6312477305040703]","[15246.864727814385, 11613.680893262466]","[38967.0, 35637.0]","[5609.0, 11022.0]","[0.0, 0.0]","[1397.2526707362279, 2024.788179033188]",2.3539443883166338,"[0.16080912911929124, 0.15944919136349917]","[33358.0, 3.0, 24615.0, 54.0]","[0.5643928251735885, 1.823063625731577e-05, 1.0285567184511069, 0.011214350733327647]",341970.0,"[400.0, 400.0, 400.0]"
qwen3.8-27b,coding,8,400,1,queue_haul,1.2,20,1,complete,2.349784798733146,2.3581039779001225,2.3581039779001225,2.3581039779001225,2.3581039779001225,0.008319179166976363,1.0,74661.0,74661.0,74661.0,"[0.019519747919999997, 0.9802890560800002, 0.9998088040000003]","[0.3584958412250942, 0.3072893014969405]","[0.4748354556072217, 0.526039775420059]","[7554.179460016679, 5181.775515697421]","[38967.0, 35637.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",2.3539443883166338,"[0.16080912911929124, 0.15944919136349917]","[38967.0, 3.0, 35637.0, 54.0]","[0.8176798119072314, 1.823063625731577e-05, 1.526279871914864, 0.011214350733327647]",325339.0,"[400.0, 400.0, 400.0]"
qwen3.8-27b,coding,8,400,1,greedy,0.8,20,1,complete,4.355795362989111e-05,4.371216622867432e-05,4.371216622867432e-05,4.371216622867432e-05,4.371216622867432e-05,1.5421259878321082e-07,0.0,11.0,11.0,11.0,"[0.03839062112000001, 0.018744204639999998, 0.05713482575999997]","[0.2008688922371248, 0.29425451594391555]","[0.7974749214415211, 0.7027381481162215]","[20839.182717291118, 28315.641542068937]","[31209.0, 43503.0]","[31209.0, 43503.0]","[0.0, 0.0]","[12582.808220223867, 12650.366063679568]",2.34364322825425,"[0.15932588591525892, 0.16091538442818404]","[0.0, 8.0, 0.0, 3.0]","[0.0, 3.91736674781079e-05, 0.0, 4.484524340992313e-06]",399989.0,"[400.0, 400.0, 400.0]"
qwen3.8-27b,coding,8,400,1,greedy,1.0,20,1,complete,1.5902160031159125,1.5958460045744491,1.5958460045744491,1.5958460045744491,1.5958460045744491,0.005630001458536601,0.0,58092.0,58092.0,58092.0,"[0.03839062112000001, 0.018744204639999998, 0.05713482575999997]","[0.3305208456287338, 0.42443796647618426]","[0.6379799371532168, 0.562190518492977]","[7841.055318580735, 19181.030949624484]","[31209.0, 43503.0]","[14447.0, 2184.0]","[0.0, 0.0]","[1574.9599842273944, 668.5751648910664]",2.34364322825425,"[0.15932588591525892, 0.16091538442818404]","[16762.0, 8.0, 41319.0, 3.0]","[0.9639323911875729, 3.91736674781079e-05, 0.629899454684569, 4.484524340992313e-06]",341908.0,"[400.0, 400.0, 400.0]"
qwen3.8-27b,coding,8,400,1,greedy,1.2,20,1,complete,2.339501841563873,2.347784614944625,2.347784614944625,2.347784614944625,2.347784614944625,0.008282773380751722,1.0,74723.0,74723.0,74723.0,"[0.03839062112000001, 0.018744204639999998, 0.05713482575999997]","[0.30168337109440124, 0.3648412248116711]","[0.5316499476276808, 0.4684920987441476]","[2993.67829430275, 10163.093282241614]","[31209.0, 43503.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 2.905661822261152e-14]",2.34364322825425,"[0.15932588591525892, 0.16091538442818404]","[31209.0, 8.0, 43503.0, 3.0]","[1.6163191084885076, 3.91736674781079e-05, 0.7285228775810351, 4.484524340992313e-06]",325277.0,"[400.0, 400.0, 400.0]"
qwen3.8-27b,coding,8,400,1,kv_only,0.8,20,1,complete,0.015950821009082593,0.016007293303016264,0.016007293303016264,0.016007293303016264,0.016007293303016264,5.647229393367161e-05,1.0,279.0,279.0,279.0,"[0.99946070016, 0.0, 0.99946070016]","[0.0, 0.0]","[0.6267059631310145, 0.625]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.015979057156049425,"[0.15249208202195402, 0.1524563955923613]","[0.0, 279.0, 0.0, 0.0]","[0.0, 0.01598752800013948, 0.0, 0.0]",399721.0,"[400.0, 400.0, 400.0]"
qwen3.8-27b,coding,8,400,1,kv_only,1.0,20,1,complete,0.015950821009082593,0.016007293303016264,0.016007293303016264,0.016007293303016264,0.016007293303016264,5.647229393367161e-05,1.0,279.0,279.0,279.0,"[0.99946070016, 0.0, 0.99946070016]","[0.0, 0.0]","[0.5013647705048114, 0.5]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.015979057156049425,"[0.15249208202195402, 0.1524563955923613]","[0.0, 279.0, 0.0, 0.0]","[0.0, 0.01598752800013948, 0.0, 0.0]",399721.0,"[400.0, 400.0, 400.0]"
qwen3.8-27b,coding,8,400,1,kv_only,1.2,20,1,complete,0.015950821009082593,0.016007293303016264,0.016007293303016264,0.016007293303016264,0.016007293303016264,5.647229393367161e-05,1.0,279.0,279.0,279.0,"[0.99946070016, 0.0, 0.99946070016]","[0.0, 0.0]","[0.41780397542067665, 0.41666666666666685]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.015979057156049425,"[0.15249208202195402, 0.1524563955923613]","[0.0, 279.0, 0.0, 0.0]","[0.0, 0.01598752800013948, 0.0, 0.0]",399721.0,"[400.0, 400.0, 400.0]"
qwen3.8-27b,coding,8,400,1,replay_only,0.8,20,1,complete,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.007229529439999996, 0.0058703472, 0.013099876640000004]","[0.2942554624003843, 0.20087328192711335]","[0.702737669591137, 0.7974707413811369]","[28315.673744069347, 20839.0278066109]","[43503.0, 31209.0]","[43503.0, 31209.0]","[0.0, 0.0]","[12650.318740856132, 12582.588735724428]",2.3435995931943197,"[0.16091497328881083, 0.15932472475658072]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",400000.0,"[400.0, 400.0, 400.0]"
qwen3.8-27b,coding,8,400,1,replay_only,1.0,20,1,complete,1.5901724451622827,1.5958022924082205,1.5958022924082205,1.5958022924082205,1.5958022924082205,0.0056298472459376785,0.0,58081.0,58081.0,58081.0,"[0.007229529439999996, 0.0058703472, 0.013099876640000004]","[0.424438098811118, 0.3305229389939032]","[0.5621901356729093, 0.6379765931049095]","[19181.012249530926, 7840.925113938528]","[43503.0, 31209.0]","[2184.0, 14447.0]","[0.0, 0.0]","[668.5685481443629, 1574.8553159689227]",2.3435995931943197,"[0.16091497328881083, 0.15932472475658072]","[41319.0, 0.0, 16762.0, 0.0]","[0.629899454684569, 0.0, 0.9639323911875729, 0.0]",341919.0,"[400.0, 400.0, 400.0]"
qwen3.8-27b,coding,8,400,1,replay_only,1.2,20,1,complete,2.3394582836102433,2.347740902778396,2.347740902778396,2.347740902778396,2.347740902778396,0.008282619168152566,1.0,74712.0,74712.0,74712.0,"[0.007229529439999996, 0.0058703472, 0.013099876640000004]","[0.3648412248116714, 0.30168337109440124]","[0.46849177972742434, 0.5316471609207583]","[10163.089851265182, 2993.626354518507]","[43503.0, 31209.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",2.3435995931943197,"[0.16091497328881083, 0.15932472475658072]","[43503.0, 0.0, 31209.0, 0.0]","[0.7285228775810351, 0.0, 1.6163191084885076, 0.0]",325288.0,"[400.0, 400.0, 400.0]"
qwen3.8-27b,coding,8,400,1,isolated_fastest,0.8,20,1,complete,0.015950821009082593,0.016007293303016264,0.016007293303016264,0.016007293303016264,0.016007293303016264,5.647229393367161e-05,1.0,279.0,279.0,279.0,"[0.99946070016, 0.0, 0.99946070016]","[0.0, 0.0]","[0.6267059631310145, 0.625]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.015979057156049425,"[0.15249208202195402, 0.1524563955923613]","[0.0, 279.0, 0.0, 0.0]","[0.0, 0.01598752800013948, 0.0, 0.0]",399721.0,"[400.0, 400.0, 400.0]"
qwen3.8-27b,coding,8,400,1,isolated_fastest,1.0,20,1,complete,0.015950821009082593,0.016007293303016264,0.016007293303016264,0.016007293303016264,0.016007293303016264,5.647229393367161e-05,1.0,279.0,279.0,279.0,"[0.99946070016, 0.0, 0.99946070016]","[0.0, 0.0]","[0.5013647705048114, 0.5]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.015979057156049425,"[0.15249208202195402, 0.1524563955923613]","[0.0, 279.0, 0.0, 0.0]","[0.0, 0.01598752800013948, 0.0, 0.0]",399721.0,"[400.0, 400.0, 400.0]"
qwen3.8-27b,coding,8,400,1,isolated_fastest,1.2,20,1,complete,0.015950821009082593,0.016007293303016264,0.016007293303016264,0.016007293303016264,0.016007293303016264,5.647229393367161e-05,1.0,279.0,279.0,279.0,"[0.99946070016, 0.0, 0.99946070016]","[0.0, 0.0]","[0.41780397542067665, 0.41666666666666685]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.015979057156049425,"[0.15249208202195402, 0.1524563955923613]","[0.0, 279.0, 0.0, 0.0]","[0.0, 0.01598752800013948, 0.0, 0.0]",399721.0,"[400.0, 400.0, 400.0]"
qwen3.8-27b,coding,8,400,30,queue_haul,0.8,20,1,complete,2.455931111138555e-06,2.464626090758105e-06,2.464626090758105e-06,2.464626090758105e-06,2.464626090758105e-06,8.694979619550125e-09,0.0,3.0,3.0,3.0,"[0.00164887838, 0.001384727818666667, 0.003033606198666667]","[3.234329077682129e-06, 1.0049029292703956e-06]","[0.9999967630620683, 0.9999989942508805]","[3198130.4068730264, 3418460.1522022197]","[106789.0, 114141.0]","[106789.0, 114141.0]","[0.0, 0.0]","[172457.3241185602, 146263.42499649985]",8.928354131449487,"[0.20270612094564391, 0.19637872666134712]","[0.0, 2.0, 0.0, 1.0]","[0.0, 1.5213172619308733e-06, 0.0, 9.402655859603895e-07]",399997.0,"[400.0, 400.0, 400.0]"
qwen3.8-27b,coding,8,400,30,queue_haul,1.0,20,1,complete,7.118451480666587,7.143653649516696,7.143653649516696,7.143653649516696,7.143653649516696,0.02520216885010898,0.0,234006.0,234006.0,234006.0,"[0.0020152481453333333, 0.99721897224, 0.9992342203853329]","[0.1174597855396085, 0.11813608145324692]","[0.8824313238724899, 0.8801389739940826]","[1750486.204895456, 2503040.0414242004]","[115583.0, 137574.0]","[15890.0, 3993.0]","[0.0, 0.0]","[163.3273688368153, 2587.343892554983]",8.928354131449487,"[0.21556574265998046, 0.21968581936543657]","[99693.0, 2.0, 133581.0, 730.0]","[2.7350909967936192, 1.5213172619308733e-06, 4.319688079357902, 0.08005229295037568]",165994.0,"[400.0, 400.0, 400.0]"
qwen3.8-27b,coding,8,400,30,queue_haul,1.2,20,1,complete,8.912577085472016,8.944131177426952,8.944131177426952,8.944131177426952,8.944131177426952,0.031554091954935345,1.0,253889.0,253889.0,253889.0,"[0.0020152481453333333, 0.99721897224, 0.9992342203853329]","[0.09797389204347204, 0.0998841478180141]","[0.7353594365604083, 0.7334491449950687]","[560661.9478845436, 852173.0731068235]","[115583.0, 137574.0]","[0.0, 0.0]","[0.0, 0.0]","[1.1025902413308586e-13, 3.583505020499089e-15]",8.928354131449487,"[0.21556574265998046, 0.21968581936543657]","[115583.0, 2.0, 137574.0, 730.0]","[4.47996890373643, 1.5213172619308733e-06, 4.373064527238657, 0.08005229295037568]",146111.0,"[400.0, 400.0, 400.0]"
