case_id,replicate,factor_case_id,bound_constraint,constraints,policy,requested_fraction,maximum_removable_w,requested_shed_w,raw_safe_shed_w,plan_safe,target_met_by_30s,failure_reason,power_bootstrap_index,timing_fit_sha256,bandwidth_projection_regions,safely_attained_shed_w,safely_attained_fraction
0/hbm,0,hbm,HBM,hbm,deadline_blind,0.25,60.833058077739096,15.208264519434774,30.497892428512785,True,True,,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,30.497892428512785,0.501337486429488
0/hbm,0,hbm,HBM,hbm,deadline_blind,0.375,60.833058077739096,22.81239677915216,10.277729102172088,True,False,,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,30.497892428512785,0.501337486429488
0/hbm,0,hbm,HBM,hbm,deadline_blind,0.5,60.833058077739096,30.416529038869548,10.277729102172088,True,False,,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,30.497892428512785,0.501337486429488
0/hbm,0,hbm,HBM,hbm,deadline_blind,0.625,60.833058077739096,38.02066129858694,10.277729102172088,True,False,,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,30.497892428512785,0.501337486429488
0/hbm,0,hbm,HBM,hbm,deadline_blind,0.6666666666666666,60.833058077739096,40.55537205182606,10.277729102172088,True,False,,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,30.497892428512785,0.501337486429488
0/hbm,0,hbm,HBM,hbm,deadline_blind,0.75,60.833058077739096,45.62479355830432,10.277729102172088,True,False,,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,30.497892428512785,0.501337486429488
0/hbm,0,hbm,HBM,hbm,deadline_blind,0.875,60.833058077739096,53.22892581802171,10.277729102172088,True,False,,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,30.497892428512785,0.501337486429488
0/hbm,0,hbm,HBM,hbm,deadline_blind,1.0,60.833058077739096,60.833058077739096,10.277729102172088,True,False,target_unmet,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,30.497892428512785,0.501337486429488
0/bandwidth,0,bandwidth,Bandwidth,bandwidth,queue_haul_lp,0.0,60.833058077739096,0.0,0.0,True,True,,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,0.0,0.0
0/bandwidth,0,bandwidth,Bandwidth,bandwidth,queue_haul_lp,0.125,60.833058077739096,7.604132259717387,10.86718915724461,True,True,,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,10.86718915724461,0.17863953417165604
0/bandwidth,0,bandwidth,Bandwidth,bandwidth,queue_haul_lp,0.25,60.833058077739096,15.208264519434774,30.497892428512785,True,True,,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,30.497892428512785,0.501337486429488
0/bandwidth,0,bandwidth,Bandwidth,bandwidth,queue_haul_lp,0.375,60.833058077739096,22.81239677915216,60.11619891697747,True,True,,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,60.11619891697747,0.9882159604758723
0/bandwidth,0,bandwidth,Bandwidth,bandwidth,queue_haul_lp,0.5,60.833058077739096,30.416529038869548,60.11619891697747,True,True,,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,60.11619891697747,0.9882159604758723
0/bandwidth,0,bandwidth,Bandwidth,bandwidth,queue_haul_lp,0.625,60.833058077739096,38.02066129858694,60.11619891697747,True,True,,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,60.11619891697747,0.9882159604758723
0/bandwidth,0,bandwidth,Bandwidth,bandwidth,queue_haul_lp,0.6666666666666666,60.833058077739096,40.55537205182606,60.11619891697747,True,True,,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,60.11619891697747,0.9882159604758723
0/bandwidth,0,bandwidth,Bandwidth,bandwidth,queue_haul_lp,0.75,60.833058077739096,45.62479355830432,60.11619891697747,True,True,,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,60.11619891697747,0.9882159604758723
0/bandwidth,0,bandwidth,Bandwidth,bandwidth,queue_haul_lp,0.875,60.833058077739096,53.22892581802171,60.11619891697747,True,True,,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,60.11619891697747,0.9882159604758723
0/bandwidth,0,bandwidth,Bandwidth,bandwidth,queue_haul_lp,1.0,60.833058077739096,60.833058077739096,60.11619891697747,True,False,target_unmet,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,60.11619891697747,0.9882159604758723
0/bandwidth,0,bandwidth,Bandwidth,bandwidth,queue_haul_greedy,0.0,60.833058077739096,0.0,0.0,True,True,,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,0.0,0.0
0/bandwidth,0,bandwidth,Bandwidth,bandwidth,queue_haul_greedy,0.125,60.833058077739096,7.604132259717387,10.86718915724461,True,True,,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,10.86718915724461,0.17863953417165604
0/bandwidth,0,bandwidth,Bandwidth,bandwidth,queue_haul_greedy,0.25,60.833058077739096,15.208264519434774,30.497892428512785,True,True,,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,30.497892428512785,0.501337486429488
0/bandwidth,0,bandwidth,Bandwidth,bandwidth,queue_haul_greedy,0.375,60.833058077739096,22.81239677915216,60.77639553860031,True,True,,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,60.77639553860031,0.9990685567859111
0/bandwidth,0,bandwidth,Bandwidth,bandwidth,queue_haul_greedy,0.5,60.833058077739096,30.416529038869548,60.77639553860031,True,True,,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,60.77639553860031,0.9990685567859111
0/bandwidth,0,bandwidth,Bandwidth,bandwidth,queue_haul_greedy,0.625,60.833058077739096,38.02066129858694,60.77639553860031,True,True,,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,60.77639553860031,0.9990685567859111
0/bandwidth,0,bandwidth,Bandwidth,bandwidth,queue_haul_greedy,0.6666666666666666,60.833058077739096,40.55537205182606,60.77639553860031,True,True,,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,60.77639553860031,0.9990685567859111
0/bandwidth,0,bandwidth,Bandwidth,bandwidth,queue_haul_greedy,0.75,60.833058077739096,45.62479355830432,60.77639553860031,True,True,,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,60.77639553860031,0.9990685567859111
0/bandwidth,0,bandwidth,Bandwidth,bandwidth,queue_haul_greedy,0.875,60.833058077739096,53.22892581802171,60.77639553860031,True,True,,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,60.77639553860031,0.9990685567859111
0/bandwidth,0,bandwidth,Bandwidth,bandwidth,queue_haul_greedy,1.0,60.833058077739096,60.833058077739096,60.77639553860031,True,False,target_unmet,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,60.77639553860031,0.9990685567859111
0/bandwidth,0,bandwidth,Bandwidth,bandwidth,independent_fastest,0.0,60.833058077739096,0.0,0.0,True,True,,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,0.0,0.0
0/bandwidth,0,bandwidth,Bandwidth,bandwidth,independent_fastest,0.125,60.833058077739096,7.604132259717387,10.86718915724461,True,True,,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,10.86718915724461,0.17863953417165604
0/bandwidth,0,bandwidth,Bandwidth,bandwidth,independent_fastest,0.25,60.833058077739096,15.208264519434774,30.497892428512785,True,True,,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,30.497892428512785,0.501337486429488
0/bandwidth,0,bandwidth,Bandwidth,bandwidth,independent_fastest,0.375,60.833058077739096,22.81239677915216,56.63493373337079,True,True,,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,56.63493373337079,0.9309894245493381
0/bandwidth,0,bandwidth,Bandwidth,bandwidth,independent_fastest,0.5,60.833058077739096,30.416529038869548,56.63493373337079,True,True,,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,56.63493373337079,0.9309894245493381
0/bandwidth,0,bandwidth,Bandwidth,bandwidth,independent_fastest,0.625,60.833058077739096,38.02066129858694,56.63493373337079,True,True,,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,56.63493373337079,0.9309894245493381
0/bandwidth,0,bandwidth,Bandwidth,bandwidth,independent_fastest,0.6666666666666666,60.833058077739096,40.55537205182606,56.63493373337079,True,True,,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,56.63493373337079,0.9309894245493381
0/bandwidth,0,bandwidth,Bandwidth,bandwidth,independent_fastest,0.75,60.833058077739096,45.62479355830432,56.63493373337079,True,True,,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,56.63493373337079,0.9309894245493381
0/bandwidth,0,bandwidth,Bandwidth,bandwidth,independent_fastest,0.875,60.833058077739096,53.22892581802171,56.63493373337079,True,True,,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,56.63493373337079,0.9309894245493381
0/bandwidth,0,bandwidth,Bandwidth,bandwidth,independent_fastest,1.0,60.833058077739096,60.833058077739096,56.63493373337079,True,False,target_unmet,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,56.63493373337079,0.9309894245493381
0/bandwidth,0,bandwidth,Bandwidth,bandwidth,replay_only,0.0,60.833058077739096,0.0,0.0,True,True,,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,0.0,0.0
0/bandwidth,0,bandwidth,Bandwidth,bandwidth,replay_only,0.125,60.833058077739096,7.604132259717387,1.3214830285960772,True,False,target_unmet,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,1.3214830285960772,0.02172310698086791
0/bandwidth,0,bandwidth,Bandwidth,bandwidth,replay_only,0.25,60.833058077739096,15.208264519434774,1.3214830285960772,True,False,target_unmet,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,1.3214830285960772,0.02172310698086791
0/bandwidth,0,bandwidth,Bandwidth,bandwidth,replay_only,0.375,60.833058077739096,22.81239677915216,1.3214830285960772,True,False,target_unmet,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,1.3214830285960772,0.02172310698086791
0/bandwidth,0,bandwidth,Bandwidth,bandwidth,replay_only,0.5,60.833058077739096,30.416529038869548,1.3214830285960772,True,False,target_unmet,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,1.3214830285960772,0.02172310698086791
0/bandwidth,0,bandwidth,Bandwidth,bandwidth,replay_only,0.625,60.833058077739096,38.02066129858694,1.3214830285960772,True,False,target_unmet,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,1.3214830285960772,0.02172310698086791
0/bandwidth,0,bandwidth,Bandwidth,bandwidth,replay_only,0.6666666666666666,60.833058077739096,40.55537205182606,1.3214830285960772,True,False,target_unmet,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,1.3214830285960772,0.02172310698086791
0/bandwidth,0,bandwidth,Bandwidth,bandwidth,replay_only,0.75,60.833058077739096,45.62479355830432,1.3214830285960772,True,False,target_unmet,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,1.3214830285960772,0.02172310698086791
0/bandwidth,0,bandwidth,Bandwidth,bandwidth,replay_only,0.875,60.833058077739096,53.22892581802171,1.3214830285960772,True,False,target_unmet,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,1.3214830285960772,0.02172310698086791
