model,workload,density,wan_gbps,deadline_s,policy,service_factor,draws,snapshots,status,p05_shed_mw,median_shed_mw,p95_shed_mw,median_shed_fraction,workload_p05_mw,workload_p95_mw,median_calibration_width_mw,full_plan_success,p05_completed_sessions,median_completed_sessions,p95_completed_sessions,mean_network_utilization,mean_migration_compute_utilization,mean_serving_utilization,mean_prefill_contention_session_s,mean_prefill_peak_ready_sessions,mean_prefill_ready_at_deadline,mean_prefill_network_blocked_at_deadline,mean_prefill_remaining_gpu_s,mean_planned_shed_mw,mean_kv_utilization,action_counts_mean,action_shed_mw_mean,mean_not_completed,network_budget_gbps_median
gpt-oss-20b,coding,4,400,1800,isolated_fastest,0.8,4000,20,complete,8.772519913252372,8.90283068359476,9.005146530641523,0.7490709419832028,8.80593082794978,9.000020679483361,0.102236333638818,0.0,204856.90000000008,243292.5,258729.64999999912,"[0.8423466493132803, 0.0700590582169599, 0.9124057075302403]","[0.0, 0.0]","[0.9957715519954281, 0.9999911320448976]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",11.888305206944983,"[0.042467049278002635, 0.02072854221718829]","[0.0, 201739.45, 0.0, 35276.25]","[0.0, 4.427819150709495, 0.0, 4.478214452658599]",29648.3,"[400.0, 400.0, 400.0]"
gpt-oss-20b,coding,4,400,1800,isolated_fastest,1.0,4000,20,complete,11.742644408143454,11.87749207273382,12.007011045089968,0.999104076071922,11.776924914094739,12.000045836964972,0.1363619010380497,1.0,221806.1000000001,258427.5,266664.0,"[0.8423497185143468, 0.14116684252501327, 0.9835165610393599]","[0.0, 0.0]","[0.7966185795429543, 0.9999999161766457]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",11.888305206944983,"[0.042467135929776356, 0.022731429355468263]","[0.0, 201739.85, 0.0, 49260.7]","[0.0, 4.42783911996589, 0.0, 7.463865977481241]",15663.45,"[400.0, 400.0, 400.0]"
gpt-oss-20b,coding,4,400,1800,isolated_fastest,1.2,4000,20,complete,11.742644408143454,11.87749207273382,12.007011045089968,0.999104076071922,11.776924914094739,12.000045836964972,0.1363619010380497,1.0,221806.1000000001,258427.5,266664.0,"[0.8423497185143468, 0.14116684252501327, 0.9835165610393599]","[0.0, 0.0]","[0.663848816285795, 0.833333263480538]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",11.888305206944983,"[0.042467135929776356, 0.022731429355468263]","[0.0, 201739.85, 0.0, 49260.7]","[0.0, 4.42783911996589, 0.0, 7.463865977481241]",15663.45,"[400.0, 400.0, 400.0]"
gpt-oss-20b,coding,4,400,3600,queue_haul,0.8,4000,20,complete,8.902874614941664,9.000002370751906,9.005256154644039,0.7499994096916978,8.908117496248858,9.000033355763273,0.10236305479311664,0.0,109598.4500000004,182729.5,227105.1499999977,"[0.1528332184029868, 0.10328084500367393, 0.2561140634066607]","[0.0, 8.37203726751652e-09]","[0.9999993892578127, 0.9999995599032543]","[0.0, 263.71758124204405]","[0.0, 1.25]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 1.3877787807814458e-18]",11.938768954849396,"[0.02734769257564601, 0.024559647857135408]","[0.0, 98945.95, 1.25, 76128.45]","[0.0, 4.47831304212284, 0.0002607290657722795, 4.478054353095887]",91588.35,"[400.0, 400.0, 400.0]"
gpt-oss-20b,coding,4,400,3600,queue_haul,1.0,4000,20,complete,11.87052686460882,12.00004583696497,12.007011045089971,1.0,11.87749207273382,12.000045836964972,0.13648418048114797,1.0,266664.0,266664.0,266664.0,"[0.2893071714713596, 0.24497689365580846, 0.5342840651271683]","[0.0, 8.283589155735861e-09]","[0.899989739417777, 0.900010260582224]","[0.0, 0.0]","[0.0, 1.35]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",11.938768954849396,"[0.03504506183759595, 0.03255035938033815]","[0.0, 143276.3, 1.4, 123386.3]","[0.0, 5.9709406049651435, 0.0002692470607379972, 5.970977714112264]",0.0,"[400.0, 400.0, 400.0]"
gpt-oss-20b,coding,4,400,3600,queue_haul,1.2,4000,20,complete,11.87052686460882,12.00004583696497,12.007011045089971,1.0,11.87749207273382,12.000045836964972,0.13648418048114797,1.0,266664.0,266664.0,266664.0,"[0.2893071714713596, 0.24497689365580846, 0.5342840651271683]","[0.0, 6.902990963113206e-09]","[0.7499914495148139, 0.7500085504851866]","[0.0, 0.0]","[0.0, 1.35]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",11.938768954849396,"[0.03504506183759595, 0.03255035938033815]","[0.0, 143276.3, 1.4, 123386.3]","[0.0, 5.9709406049651435, 0.0002692470607379972, 5.970977714112264]",0.0,"[400.0, 400.0, 400.0]"
gpt-oss-20b,coding,4,400,3600,greedy,0.8,4000,20,complete,0.0,0.0,0.007155180083978581,0.0,0.0,0.007159132715923821,0.0,0.0,0.0,0.0,71.89999999965676,"[3.7368316868333315e-05, 2.815576073888894e-06, 4.018389294222221e-05]","[1.3275534007301205e-06, 1.0760813542206099e-05]","[0.9999986724360628, 0.9999892390994493]","[779253007.8157238, 128473081.77962525]","[216465.55, 35737.15]","[216465.55, 35673.05]","[0.0, 0.0]","[410697.4838999488, 21781.59874366533]",11.938768954849396,"[0.04482302528717489, 0.02073902288574552]","[0.0, 0.0, 64.1, 0.0]","[0.0, 0.0, 0.007000128548349045, 0.0]",266599.9,"[400.0, 400.0, 400.0]"
gpt-oss-20b,coding,4,400,3600,greedy,1.0,4000,20,complete,11.870526005781102,12.000039132872573,12.007011045089971,1.0,11.87749207273382,12.000045836964972,0.13648418048114702,0.8,266663.0,266664.0,266664.0,"[3.7430542617222224e-05, 5.670581879444442e-06, 4.310112449666668e-05]","[0.0013728853989549762, 0.00018706964940400236]","[0.8001871141490744, 0.9998128858509242]","[3019351.608617259, 107679368.48655865]","[216670.3, 49993.7]","[0.0, 0.2]","[0.0, 0.0]","[3.3968661217187446e-13, 0.1587566890955358]",11.938768954849396,"[0.04486639797053417, 0.02272902324739991]","[216670.3, 0.0, 49993.5, 0.0]","[4.481113561127828, 0.0, 7.461068157989519, 0.0]",0.2,"[400.0, 400.0, 400.0]"
gpt-oss-20b,coding,4,400,3600,greedy,1.2,4000,20,complete,11.87052686460882,12.00004583696497,12.007011045089971,1.0,11.87749207273382,12.000045836964972,0.13648418048114702,1.0,266664.0,266664.0,266664.0,"[3.7430542617222224e-05, 5.670581879444442e-06, 4.310112449666668e-05]","[0.001144071165795815, 0.00015589192574735135]","[0.6668225951242287, 0.8331774048757715]","[1385084.4862775435, 77924.19441647356]","[216670.3, 49443.65]","[0.0, 0.0]","[0.0, 0.0]","[1.2387846824724046e-13, 3.605397230765917e-14]",11.938768954849396,"[0.04486639797053417, 0.02272902324739991]","[216670.3, 0.0, 49993.7, 0.0]","[4.481113561127828, 0.0, 7.461074005010312, 0.0]",0.0,"[400.0, 400.0, 400.0]"
gpt-oss-20b,coding,4,400,3600,kv_only,0.8,4000,20,complete,8.902636566499337,8.999722024191648,9.005222325730635,0.7499917042670545,8.908002206962362,9.000020679483361,0.10236200312454813,0.0,242370.85,250163.5,261855.2999999999,"[0.4636993878903467, 0.03502982711978664, 0.49872921501013356]","[0.0, 0.0]","[0.9999974548565922, 0.999991162019033]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",11.938768954849396,"[0.044863760444365484, 0.020728558972810125]","[0.0, 217402.15, 0.0, 35276.4]","[0.0, 4.478289945525439, 0.0, 4.478214810685583]",13985.45,"[400.0, 400.0, 400.0]"
gpt-oss-20b,coding,4,400,3600,kv_only,1.0,4000,20,complete,11.87052686460882,12.000045836964969,12.007011045089971,1.0,11.877492072733821,12.000045836964974,0.13648418048114702,1.0,266664.0,266664.0,266664.0,"[0.46370318971562663, 0.07058371927381332, 0.5342869089894398]","[0.0, 0.0]","[0.8000000598440458, 0.9999999401559542]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",11.938768954849396,"[0.04486397510684395, 0.022731446111090098]","[0.0, 217403.15, 0.0, 49260.85]","[0.0, 4.478321230629915, 0.0, 7.463866335508228]",0.0,"[400.0, 400.0, 400.0]"
gpt-oss-20b,coding,4,400,3600,kv_only,1.2,4000,20,complete,11.87052686460882,12.000045836964969,12.007011045089971,1.0,11.877492072733821,12.000045836964974,0.13648418048114702,1.0,266664.0,266664.0,266664.0,"[0.46370318971562663, 0.07058371927381332, 0.5342869089894398]","[0.0, 0.0]","[0.6666667165367055, 0.8333332834632948]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",11.938768954849396,"[0.04486397510684395, 0.022731446111090098]","[0.0, 217403.15, 0.0, 49260.85]","[0.0, 4.478321230629915, 0.0, 7.463866335508228]",0.0,"[400.0, 400.0, 400.0]"
gpt-oss-20b,coding,4,400,3600,replay_only,0.8,4000,20,complete,0.0,0.0,0.007155180083978581,0.0,0.0,0.007159132715923821,0.0,0.0,0.0,0.0,71.89999999965676,"[3.7368316868333315e-05, 2.815576073888894e-06, 4.018389294222221e-05]","[1.3275534007301205e-06, 1.0760813542206099e-05]","[0.9999986724360628, 0.9999892390994493]","[779253007.8157238, 128473081.77962525]","[216465.55, 35737.15]","[216465.55, 35673.05]","[0.0, 0.0]","[410697.4838999488, 21781.59874366533]",11.938768954849396,"[0.04482302528717489, 0.02073902288574552]","[0.0, 0.0, 64.1, 0.0]","[0.0, 0.0, 0.007000128548349045, 0.0]",266599.9,"[400.0, 400.0, 400.0]"
gpt-oss-20b,coding,4,400,3600,replay_only,1.0,4000,20,complete,11.870526005781102,12.000039132872573,12.007011045089971,1.0,11.87749207273382,12.000045836964972,0.13648418048114702,0.8,266663.0,266664.0,266664.0,"[3.7430542617222224e-05, 5.670581879444442e-06, 4.310112449666668e-05]","[0.0013728853989549762, 0.00018706964940400236]","[0.8001871141490744, 0.9998128858509242]","[3019351.608617259, 107679368.48655865]","[216670.3, 49993.7]","[0.0, 0.2]","[0.0, 0.0]","[3.3968661217187446e-13, 0.1587566890955358]",11.938768954849396,"[0.04486639797053417, 0.02272902324739991]","[216670.3, 0.0, 49993.5, 0.0]","[4.481113561127828, 0.0, 7.461068157989519, 0.0]",0.2,"[400.0, 400.0, 400.0]"
gpt-oss-20b,coding,4,400,3600,replay_only,1.2,4000,20,complete,11.87052686460882,12.00004583696497,12.007011045089971,1.0,11.87749207273382,12.000045836964972,0.13648418048114702,1.0,266664.0,266664.0,266664.0,"[3.7430542617222224e-05, 5.670581879444442e-06, 4.310112449666668e-05]","[0.001144071165795815, 0.00015589192574735135]","[0.6668225951242287, 0.8331774048757715]","[1385084.4862775435, 77924.19441647356]","[216670.3, 49443.65]","[0.0, 0.0]","[0.0, 0.0]","[1.2387846824724046e-13, 3.605397230765917e-14]",11.938768954849396,"[0.04486639797053417, 0.02272902324739991]","[216670.3, 0.0, 49993.7, 0.0]","[4.481113561127828, 0.0, 7.461074005010312, 0.0]",0.0,"[400.0, 400.0, 400.0]"
gpt-oss-20b,coding,4,400,3600,isolated_fastest,0.8,4000,20,complete,8.902636566499337,8.999722024191648,9.005222325730635,0.7499917042670545,8.908002206962362,9.000020679483361,0.10236200312454813,0.0,242370.85,250163.5,261855.2999999999,"[0.4636993878903467, 0.03502982711978664, 0.49872921501013356]","[0.0, 0.0]","[0.9999974548565922, 0.999991162019033]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",11.938768954849396,"[0.044863760444365484, 0.020728558972810125]","[0.0, 217402.15, 0.0, 35276.4]","[0.0, 4.478289945525439, 0.0, 4.478214810685583]",13985.45,"[400.0, 400.0, 400.0]"
gpt-oss-20b,coding,4,400,3600,isolated_fastest,1.0,4000,20,complete,11.87052686460882,12.000045836964969,12.007011045089971,1.0,11.877492072733821,12.000045836964974,0.13648418048114702,1.0,266664.0,266664.0,266664.0,"[0.46370318971562663, 0.07058371927381332, 0.5342869089894398]","[0.0, 0.0]","[0.8000000598440458, 0.9999999401559542]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",11.938768954849396,"[0.04486397510684395, 0.022731446111090098]","[0.0, 217403.15, 0.0, 49260.85]","[0.0, 4.478321230629915, 0.0, 7.463866335508228]",0.0,"[400.0, 400.0, 400.0]"
gpt-oss-20b,coding,4,400,3600,isolated_fastest,1.2,4000,20,complete,11.87052686460882,12.000045836964969,12.007011045089971,1.0,11.877492072733821,12.000045836964974,0.13648418048114702,1.0,266664.0,266664.0,266664.0,"[0.46370318971562663, 0.07058371927381332, 0.5342869089894398]","[0.0, 0.0]","[0.6666667165367055, 0.8333332834632948]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",11.938768954849396,"[0.04486397510684395, 0.022731446111090098]","[0.0, 217403.15, 0.0, 49260.85]","[0.0, 4.478321230629915, 0.0, 7.463866335508228]",0.0,"[400.0, 400.0, 400.0]"
gpt-oss-20b,coding,16,reference,1,queue_haul,0.8,4000,20,complete,0.0,4.2964071702839965e-05,0.2523138297854452,3.619390461171059e-06,3.969476657183018e-06,0.25218817650353886,6.004774032334054e-05,0.0,0.0,3.0,7275.199999994542,"[0.9906568851542404, 0.96938001021739, 0.973549183033677]","[0.01194209304284219, 0.09057164259139365]","[0.7509491023435415, 0.7911416660131388]","[1300.6778592053365, 16219.82595186735]","[26013.10025, 60011.63425]","[26012.85925, 58697.55]","[6392.2095, 0.0]","[11220.959319246156, 24416.082874831234]",3.487204197254847,"[0.07621227310325882, 0.0778331424712611]","[0.68125, 0.0, 1628.35, 1.47275]","[1.0216179837588143e-05, 0.0, 0.03228797140260419, 5.900594058485443e-05]",1065025.4959999998,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,16,reference,1,queue_haul,1.0,4000,20,complete,1.7095597129228387e-06,0.0001896363539166916,0.9378190642547233,1.580296912971243e-05,2.3436426716411386e-05,1.007596252738753,0.0002843088549857482,0.0,1.0,5.0,44467.04999999992,"[0.9906568851542404, 0.96938001021739, 0.973549183033677]","[0.01857093148221695, 0.15744003457389452]","[0.6007592818748334, 0.632913332810511]","[802.695141122406, 10635.254876741827]","[25717.8365, 57251.185]","[22960.463, 52345.788]","[6392.2095, 0.0]","[8375.622997038743, 13867.408254960013]",3.487204197254847,"[0.07621227310325882, 0.0778331424712611]","[3053.0775000000003, 0.0, 7980.111999999999, 1.47275]","[0.11346370571553384, 0.0, 0.1334027172216219, 5.900594058485443e-05]",1055621.3377499997,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,16,reference,1,queue_haul,1.2,4000,20,complete,4.29773606837434e-06,0.24438419366956476,2.098678193326722,0.020365271682276666,4.496399538839854e-05,2.098871779625618,0.0036946501788878085,0.0,1.0,20094.0,88569.79999999868,"[0.9906568851542404, 0.96938001021739, 0.973549183033677]","[0.018837648473458382, 0.18668516107986724]","[0.5006327348956948, 0.5274277773420925]","[390.30226328380866, 6757.747633389893]","[25368.87125, 55668.45]","[19410.826, 40800.1915]","[6392.2095, 0.0]","[6755.563256228609, 7857.201718002296]",3.487204197254847,"[0.07621227310325882, 0.0778331424712611]","[6602.7145, 0.0, 19525.7085, 1.47275]","[0.21493233243171017, 0.0, 0.3605713139834043, 5.900594058485443e-05]",1040526.1042499999,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,16,reference,1,greedy,0.8,4000,20,complete,0.0,2.3306389875506757e-05,0.2523138920501318,1.955368394802575e-06,5.315466168639293e-06,0.2521887479469138,9.839696186188298e-06,0.0,0.0,3.0,7276.149999994543,"[0.9906568030680998, 0.8850812514597488, 0.9070790492463134]","[0.011241261321283169, 0.08603946684300658]","[0.7523005561009031, 0.7897358638263918]","[1255.7233784798532, 15418.897322535759]","[27206.790500000003, 58146.30224999999]","[27206.566000000003, 56832.25]","[6904.2027499999995, 0.0]","[11158.216430541292, 24806.44992677753]",3.4865553439133525,"[0.07621227293171409, 0.07782984759188263]","[0.63125, 0.0, 1628.55, 1.92325]","[1.0287393554161297e-05, 0.0, 0.032286842794984894, 8.206918651755907e-06]",1065024.8955,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,16,reference,1,greedy,1.0,4000,20,complete,0.0,2.921376796970302e-05,0.9377907949201881,2.434471365077028e-06,5.315466168639293e-06,1.00756940697788,1.2340547920013755e-05,0.0,0.0,4.0,44255.199999999866,"[0.9906568030680998, 0.8850812514597488, 0.9070790492463134]","[0.017762240883237995, 0.15205378654829027]","[0.6018404448807224, 0.6317886910611136]","[789.3998236170607, 10489.620485743104]","[27077.61975, 56832.219999999994]","[25769.33225, 52702.888]","[6904.2027499999995, 0.0]","[8341.96353550682, 14297.067884638425]",3.4865553439133525,"[0.07621227293171409, 0.07782984759188263]","[1437.865, 0.0, 5757.912, 1.92325]","[0.08219147591455085, 0.0, 0.10824352128009107, 8.206918651755907e-06]",1059458.29975,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,16,reference,1,greedy,1.2,4000,20,complete,7.061038891649573e-06,0.027555869814811656,2.098653172383303,0.002296313713230035,1.6248821110110282e-05,2.098873631462405,0.0015490777580799168,0.0,2.0,6276.0,88568.89999999867,"[0.9906568030680998, 0.8850812514597488, 0.9070790492463134]","[0.019233389077248475, 0.1835772576836348]","[0.5015337040672688, 0.5264905758842624]","[399.0838595961476, 6534.43414074956]","[26691.95525, 55249.5]","[21186.87025, 41157.608]","[6904.2027499999995, 0.0]","[6656.20445563346, 8123.209888151762]",3.4865553439133525,"[0.07621227293171409, 0.07782984759188263]","[6020.327, 0.0, 17303.192, 1.92325]","[0.2036687429562964, 0.0, 0.33540953385102723, 8.206918651755907e-06]",1043330.55775,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,16,reference,1,kv_only,0.8,4000,20,complete,6.034482926722546e-05,0.00036677109194359965,0.000893201332673319,3.054641080667478e-05,0.00029774987794972424,0.0008503570679917064,0.0004304889811160173,0.6052500000000001,1.0,5.0,24.0,"[0.9334792040744885, 0.9825462648320539, 0.9718105123179972]","[0.0, 0.0]","[0.6250096482757409, 0.6250396694399891]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.000588792813476046,"[0.07510865984362411, 0.07510890521531985]","[0.0, 2.5965, 0.0, 7.097500000000002]","[0.0, 0.00010815015776321405, 0.0, 0.00031420074834964966]",1066646.3060000003,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,16,reference,1,kv_only,1.0,4000,20,complete,6.034482926722546e-05,0.00036677109194359965,0.000893201332673319,3.054641080667478e-05,0.00029774987794972424,0.0008503570679917064,0.0004304889811160173,0.6052500000000001,1.0,5.0,24.0,"[0.9334792040744885, 0.9825462648320539, 0.9718105123179972]","[0.0, 0.0]","[0.5000077186205922, 0.5000317355519911]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.000588792813476046,"[0.07510865984362411, 0.07510890521531985]","[0.0, 2.5965, 0.0, 7.097500000000002]","[0.0, 0.00010815015776321405, 0.0, 0.00031420074834964966]",1066646.3060000003,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,16,reference,1,kv_only,1.2,4000,20,complete,6.034482926722546e-05,0.00036677109194359965,0.000893201332673319,3.054641080667478e-05,0.00029774987794972424,0.0008503570679917064,0.0004304889811160173,0.6052500000000001,1.0,5.0,24.0,"[0.9334792040744885, 0.9825462648320539, 0.9718105123179972]","[0.0, 0.0]","[0.41667309885049353, 0.4166931129599928]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.000588792813476046,"[0.07510865984362411, 0.07510890521531985]","[0.0, 2.5965, 0.0, 7.097500000000002]","[0.0, 0.00010815015776321405, 0.0, 0.00031420074834964966]",1066646.3060000003,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,16,reference,1,replay_only,0.8,4000,20,complete,0.0,7.6891072385331e-06,0.2523109671373855,6.420793699346805e-07,0.0,0.2521879564248257,8.763367660938703e-08,0.0,0.0,2.0,7274.249999994541,"[0.9906561905506124, 0.6601258593191516, 0.7297354182034066]","[0.011294051617935046, 0.08675165582615542]","[0.7486965448594015, 0.7933119139260099]","[1153.7614731762915, 15940.508460751433]","[26607.3125, 58584.186499999996]","[26607.088, 57270.1]","[6818.130749999999, 0.0]","[11166.50065443358, 24662.087390652818]",3.4862215223006894,"[0.07621227199809257, 0.07782267115208526]","[0.63125, 0.0, 1628.55, 0.0]","[1.0287393554161297e-05, 0.0, 0.03228709452192888, 0.0]",1065026.81875,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,16,reference,1,replay_only,1.0,4000,20,complete,0.0,5.489268396922864e-05,0.9377813764415047,4.621571930596464e-06,0.0,1.0075597161120728,6.410486882736314e-07,0.0,0.0,3.0,44251.39999999986,"[0.9906561905506124, 0.6601258593191517, 0.7297354182034066]","[0.017560560707034246, 0.1537700751093021]","[0.5989572358875213, 0.6346495311408078]","[704.4024468568915, 10320.353126556412]","[26478.14175, 55283.35]","[25169.854249999997, 50943.238]","[6818.130749999999, 0.0]","[8364.851579580725, 14105.142795130698]",3.4862215223006894,"[0.07621227199809257, 0.07782267115208526]","[1437.865, 0.0, 7955.411999999999, 0.0]","[0.08219147591455085, 0.0, 0.15077937831229762, 0.0]",1057262.723,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,16,reference,1,replay_only,1.2,4000,20,complete,0.0,0.0275536169554728,2.0986442196351085,0.002296125975668907,0.0,2.098871990575044,0.001546444017721391,0.0,0.0,6274.0,81278.54999999658,"[0.9906561905506124, 0.6601258593191517, 0.7297354182034066]","[0.018890511175665623, 0.18437618899256947]","[0.49913102990626773, 0.5288746092840066]","[345.992380750302, 6492.552862599135]","[26327.496499999997, 53489.8]","[22202.55475, 41616.758]","[6818.130749999999, 0.0]","[6686.931781692971, 8005.359169927555]",3.4862215223006894,"[0.07621227199809257, 0.07782267115208526]","[4405.164500000001, 0.0, 17281.892, 0.0]","[0.17239644194159687, 0.0, 0.37489049581291845, 0.0]",1044968.9435,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,16,reference,1,isolated_fastest,0.8,4000,20,complete,6.034482926722546e-05,0.00036677109194359965,0.000893201332673319,3.054641080667478e-05,0.00029774987794972424,0.0008503570679917064,0.0004304889811160173,0.6052500000000001,1.0,5.0,24.0,"[0.9334792040744885, 0.9825462648320539, 0.9718105123179972]","[0.0, 0.0]","[0.6250096482757409, 0.6250396694399891]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.000588792813476046,"[0.07510865984362411, 0.07510890521531985]","[0.0, 2.5965, 0.0, 7.097500000000002]","[0.0, 0.00010815015776321405, 0.0, 0.00031420074834964966]",1066646.3060000003,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,16,reference,1,isolated_fastest,1.0,4000,20,complete,6.034482926722546e-05,0.00036677109194359965,0.000893201332673319,3.054641080667478e-05,0.00029774987794972424,0.0008503570679917064,0.0004304889811160173,0.6052500000000001,1.0,5.0,24.0,"[0.9334792040744885, 0.9825462648320539, 0.9718105123179972]","[0.0, 0.0]","[0.5000077186205922, 0.5000317355519911]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.000588792813476046,"[0.07510865984362411, 0.07510890521531985]","[0.0, 2.5965, 0.0, 7.097500000000002]","[0.0, 0.00010815015776321405, 0.0, 0.00031420074834964966]",1066646.3060000003,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,16,reference,1,isolated_fastest,1.2,4000,20,complete,6.034482926722546e-05,0.00036677109194359965,0.000893201332673319,3.054641080667478e-05,0.00029774987794972424,0.0008503570679917064,0.0004304889811160173,0.6052500000000001,1.0,5.0,24.0,"[0.9334792040744885, 0.9825462648320539, 0.9718105123179972]","[0.0, 0.0]","[0.41667309885049353, 0.4166931129599928]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.000588792813476046,"[0.07510865984362411, 0.07510890521531985]","[0.0, 2.5965, 0.0, 7.097500000000002]","[0.0, 0.00010815015776321405, 0.0, 0.00031420074834964966]",1066646.3060000003,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,16,reference,3,queue_haul,0.8,4000,20,complete,1.8933353643433458e-06,0.0007304867798429262,1.29712646915933,6.083835328373787e-05,0.00010362531906692151,1.29777678214581,0.0008385306373427945,0.0,2.0,12.0,88599.54999999996,"[0.9622897521212224, 0.9821695074669167, 0.9776715227945397]","[0.022102969790861342, 0.09453705164737541]","[0.895782287013071, 0.8618052007237533]","[31569.33434953058, 158600.88927947095]","[52392.068999999996, 103934.53075]","[45269.99674999999, 95693.0]","[6364.75325, 0.0]","[35546.325751085766, 58730.912300607524]",6.187560148187172,"[0.07832079393070085, 0.08146306187144157]","[11064.3, 0.0, 13300.0, 3.9922499999999994]","[0.3052073116911216, 0.0, 0.12251494389871162, 0.00022015694609662972]",1042287.7077500001,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,16,reference,3,queue_haul,1.0,4000,20,complete,0.2135409899085847,1.2057723436741663,3.7335977309898047,0.10048064482886407,0.2158704842032186,3.704221543654567,0.020740110348828486,0.0,16156.10000000029,88695.0,177294.34999999971,"[0.9906166730397162, 0.9821695074669167, 0.9836775793385231]","[0.03563841812500329, 0.20086759902113474]","[0.7251754821387728, 0.689444160579003]","[10713.886191230782, 100574.4774612661]","[43257.494499999986, 93195.20075]","[25603.378500000003, 55756.92525000001]","[8254.677500000002, 0.0]","[25840.70079288316, 21937.388775754513]",6.187560148187172,"[0.07841947898527123, 0.08146306187144157]","[29894.994, 0.0, 53236.07475000001, 3.9922499999999994]","[0.8780994023253249, 0.0, 0.6295405731243682, 0.00022015694609662972]",983520.939,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,16,reference,3,queue_haul,1.2,4000,20,complete,1.1832996626084542,3.2904021060697444,5.641865497255471,0.27719090682317205,1.195621884586773,4.552435922432348,0.04358526290151919,0.0,61361.5500000003,121594.5,222885.0,"[0.9906166730397162, 0.9821695074669167, 0.9836775793385231]","[0.03402579701114798, 0.2319096174611029]","[0.6043129017823108, 0.5745368004825027]","[4820.058505760908, 50574.617416682784]","[41921.42749999999, 84511.26725]","[22550.1385, 17228.3535]","[8254.677500000002, 0.0]","[20668.502933570744, 5377.296031000518]",6.187560148187172,"[0.07841947898527123, 0.08146306187144157]","[32948.234000000004, 0.0, 91764.6465, 3.9922499999999994]","[1.043612665711387, 0.0, 2.132841274190688, 0.00022015694609662972]",941939.1272499999,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
