case_id,bound_constraint,replicate,mode,power_bootstrap_index,target_w,target_met,replay_count,kv_transfer_count,not_moved_count,replay,kv_transfer,not_moved
constraints/hbm,HBM,26,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,26,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,26,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,26,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,26,timing,-1,30.02225081689722,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/bandwidth-prefill,Bandwidth + prefill,26,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,26,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/none,None bound,26,timing,-1,30.02225081689722,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,27,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,27,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,27,timing,-1,30.02225081689722,True,15,6,7,0.5357142857142857,0.21428571428571427,0.25
constraints/hbm-bandwidth,HBM + bandwidth,27,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,27,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,27,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,27,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/none,None bound,27,timing,-1,30.02225081689722,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,28,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,28,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,28,timing,-1,30.02225081689722,False,15,6,7,0.5357142857142857,0.21428571428571427,0.25
constraints/hbm-bandwidth,HBM + bandwidth,28,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,28,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,28,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,28,timing,-1,30.02225081689722,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,28,timing,-1,30.02225081689722,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,29,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,29,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,29,timing,-1,30.02225081689722,True,15,6,7,0.5357142857142857,0.21428571428571427,0.25
constraints/hbm-bandwidth,HBM + bandwidth,29,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,29,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,29,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,29,timing,-1,30.02225081689722,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,29,timing,-1,30.02225081689722,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,30,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,30,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,30,timing,-1,30.02225081689722,True,16,5,7,0.5714285714285714,0.17857142857142858,0.25
constraints/hbm-bandwidth,HBM + bandwidth,30,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,30,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,30,timing,-1,30.02225081689722,True,16,4,8,0.5714285714285714,0.14285714285714285,0.2857142857142857
constraints/all,All bound,30,timing,-1,30.02225081689722,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,30,timing,-1,30.02225081689722,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,31,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,31,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,31,timing,-1,30.02225081689722,True,15,6,7,0.5357142857142857,0.21428571428571427,0.25
constraints/hbm-bandwidth,HBM + bandwidth,31,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,31,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,31,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,31,timing,-1,30.02225081689722,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,31,timing,-1,30.02225081689722,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,32,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,32,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,32,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,32,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,32,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,32,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,32,timing,-1,30.02225081689722,True,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,32,timing,-1,30.02225081689722,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,33,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,33,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,33,timing,-1,30.02225081689722,True,15,6,7,0.5357142857142857,0.21428571428571427,0.25
constraints/hbm-bandwidth,HBM + bandwidth,33,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,33,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,33,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,33,timing,-1,30.02225081689722,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,33,timing,-1,30.02225081689722,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,34,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,34,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,34,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,34,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,34,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,34,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,34,timing,-1,30.02225081689722,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,34,timing,-1,30.02225081689722,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,35,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,35,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,35,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,35,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,35,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,35,timing,-1,30.02225081689722,True,16,4,8,0.5714285714285714,0.14285714285714285,0.2857142857142857
constraints/all,All bound,35,timing,-1,30.02225081689722,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,35,timing,-1,30.02225081689722,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,36,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/bandwidth,Bandwidth,36,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,36,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,36,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,36,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,36,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,36,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/none,None bound,36,timing,-1,30.02225081689722,True,14,7,7,0.5,0.25,0.25
constraints/hbm,HBM,37,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,37,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,37,timing,-1,30.02225081689722,True,15,6,7,0.5357142857142857,0.21428571428571427,0.25
constraints/hbm-bandwidth,HBM + bandwidth,37,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,37,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,37,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,37,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/none,None bound,37,timing,-1,30.02225081689722,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,38,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,38,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,38,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,38,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,38,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,38,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,38,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/none,None bound,38,timing,-1,30.02225081689722,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,39,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,39,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,39,timing,-1,30.02225081689722,True,15,6,7,0.5357142857142857,0.21428571428571427,0.25
constraints/hbm-bandwidth,HBM + bandwidth,39,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,39,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,39,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,39,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/none,None bound,39,timing,-1,30.02225081689722,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,40,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,40,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,40,timing,-1,30.02225081689722,False,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,40,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,40,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,40,timing,-1,30.02225081689722,True,16,4,8,0.5714285714285714,0.14285714285714285,0.2857142857142857
constraints/all,All bound,40,timing,-1,30.02225081689722,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,40,timing,-1,30.02225081689722,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,41,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,41,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,41,timing,-1,30.02225081689722,True,15,6,7,0.5357142857142857,0.21428571428571427,0.25
constraints/hbm-bandwidth,HBM + bandwidth,41,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,41,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,41,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,41,timing,-1,30.02225081689722,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,41,timing,-1,30.02225081689722,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,42,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,42,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,42,timing,-1,30.02225081689722,False,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,42,timing,-1,30.02225081689722,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,42,timing,-1,30.02225081689722,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,42,timing,-1,30.02225081689722,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
